الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
الهيئة السعودية للسياحة,توريد وتركيب رخص وبرامج لموظفي الهيئة السعودية للسياحة,2021-05-04,4666205.5
أمانة منطقة تبوك,توريد اسمنت ( أسود ) لصيانة المرافق في بداء والمراكز التابعة,2022-06-15,32200.0
مدينة الملك عبدالله للطاقة الذرية والمتجددة,توريد وتجديد الرخص لنظام IT Manage Engine,2021-08-18,876009.1
الهيئة العامة للطيران المدني,مشروع توفير ملابس الزي الرسمي والرياضي لمنسوبي خدمات الإطفاء والإنقاذ,2021-08-31,2868067.8
وزارة الاسكان,مشروع تجديد صيانة برامج و أنظمة مايكروسوفت.,2021-08-17,2134469.69
وزارة البيئة والمياه والزراعة,تقديم خدمات فنية للمحاجر الحيوانية والنباتية,2021-03-28,15245633.0
أمانة منطقة حائل,توريد مبيدات لمكافحة الحشرات,2023-06-22,52785.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم خدمات السلامة المتخصصة,2021-06-09,17084126.0
أمانة محافظة جدة,تشغيل وصيانة معدات سحب المياه - مرحلة ثانية,2021-09-27,20.0
أمانة منطقة تبوك,استئجارجيب,2021-02-25,91080.0
صندوق تنمية الموارد البشرية,إعادة تصميم البرامج الحالية ,2021-12-27,9000000.0
المؤسسة العامة لتحلية المياه المالحة,انشاء انظمة نقل خزانات المغمس,2022-01-06,2045372957.67
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع,دعم وصيانة نظام الأرشفة والإتصالات الإشعاعية للمركز الطبي بالهيئة الملكية بينبع,2021-09-06,5687149.05
ميناء الجبيل التجاري,منافسة تشغيل والصيانة الكهربائية بميناء الجبيل التجاري والمناطق التابعة له,2022-04-11,15392303.4
أمانة منطقة تبوك,توريد مواد زراعية,2021-03-30,88550.0
المديرية العامة للشؤون الصحية بمنطقة تبوك,تطوير المراكز الصحية بعدد 4 بتبوك ,2022-05-16,7057214.0
إدارة التعليم بمحافظة رجال ألمع,عملية تسوير وإضافات لبعض المدارس بإدارة التعليم بمحافظة رجال المع .,2021-04-12,401948.0
أمانة منطقة تبوك,توريد بحص ابيض بمقاس 4/3,2021-03-15,184000.0
المؤسسة العامة للري,معالجة مياه الري في محطة العيون بمحافظة الأحساء بإستخدام مادة ثاني أكسيد الكلور (CLO2)  ,2020-12-21,287498.85
الشؤؤن الصحية بمحافظة القنفذة,توريد وتركيب أثاث غير طبي لمستشفى جنوب القنفذه العام,2021-02-24,388412.12
صندوق تنمية الموارد البشرية,تأمين رخض قوقل ماب,2021-12-27,749133.0
إدارة التعليم بمحافظة سراة عبيدة,صيانة ونظافة المباني الادارية,2021-09-01,3510000.0
الشئون الصحية بمحافظة جدة,تطوير مبنى التدريب والابتعاث بمستشفى الملك فهد بجدة ,2022-02-28,4546157.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,توريد وتركيب وترقية أنظمة الإعلان والعروض الذكية,2021-03-23,326071.0
هيئة تطوير منطقة مكة المكرمة,تأمين سيارة لمكتب ادارة مشاريع محافظة جدة,2022-11-17,144900.0
الهيئة السعودية للسياحة,خدمات الحراسات الأمنية لمبنى الهيئة السعودية للسياحة,2021-05-04,760104.0
المركز الوطني للتخصيص,توريد وتركيب أنظمة حلول الأمن السيبراني,2021-09-08,3969225.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة, إدارة المشاريع الإنشائية ,2021-02-16,329607.26
وزارة الصناعة والثروة المعدنية, موائمة البنود الجمركية في الوزارة مع التعريفة الجمركية المتكاملة,2021-01-06,700092.0
وزارة الاتصالات وتقنية المعلومات  -  الديوان العام,دعم الفعاليات المحلية لوزارة الاتصالات وتقنية المعلومات,2021-06-10,750000.0
هيئة تطوير منطقة المدينة المنورة,صيانة وتشغيل الحاسب الآلي,2021-07-28,1896288.0
وزارة البيئة والمياه والزراعة,تامين مستلزمات طبية للمحاجر,2021-04-15,1272684.0
إدارة التعليم بمحافظة القنفذة,بناء سور المعسكر الكشفي,2021-02-28,198000.0
جامعة نجران,مشروع تطوير العملية التعليمية و القدرة المؤسسية للتعلم الالكتروني بجامعة نجران,2021-11-21,747559.8
إدارة التعليم بمحافظة حفر الباطن, تأهيل مدرسة ابتدائية بن تيمية ,2021-04-07,443451.5
بلدية عسفان,مشروع صيانة و إعادة تأهيل الشوارع بعسفان وقراها ,2021-08-03,3752910.0
أمانة منطقة عسير,دراسات وإشراف للأمانة والبلديات والقرى التابعة ( دراسة مرورية لأبها الحضرية ),2021-10-27,3335196.66
جامعة الحدود الشمالية,كراسة الدعم الفني لأنظمة البنية التحتية لمركز البيانات بجامعة الحدود الشمالية,2021-05-19,4950777.6
المركز السعودي للشراكات الاستراتيجية الدولية,منافسة إدارة البنية التحتية وخدمات إدارة تقنية المعلومات للمركز السعودي للشراكات الاستراتيجية الدولية لمدة 3 أشهر,2020-12-29,980000.0
الشؤؤن الصحية بمحافظة القنفذة,توريد وتركيب أثاث غير طبي لمستشفى ثريبان العام,2021-02-24,718797.15
البرامج والمرافق الحكومية,مشروع إنشاء مبنى العيادة الطبية ومبنى الضيافة برابطة العالم الإسلامى بمكة المكرمة ,2022-06-26,39281144.0
أمانة منطقة القصيم,عملية تامين بذور لمشتل الامانة بمدينة بريدة,2021-02-24,233200.0
المركز السعودي للاعمال الاقتصادية,توفير أجهزة حاسب آلي وملحقاتها وطابعات للمركز السعودي للأعمال الإقتصادية.,2021-08-27,901450.5
بلدية محافظة القطيف,النظافة العامة لمبانى بلديات محافظة القطيف مبنى بلدية سيهات وعنك و أم الحمام والجارودية للأعوام 1442هـ - 1445هـ,2021-03-22,2372880.38
جامعة المجمعة,تقديم الدعم الفني لنظام «صرف» البوابة الموحدة للحقوق المالية لموظفي الدولة,2021-01-21,245812.5
إدارة التعليم بمحافظة الرس,عملية نظافة المباني الادارية قطاع الرس بنين-بنات ,2021-09-30,5040000.0
وزارة البيئة والمياه والزراعة,عقد تشغيل وصيانة الخطوط الناقلة للمياه مع محطات الضخ بمنطقة القصيم,2021-08-19,16863484.95
الهيئة السعودية للمواصفات والمقاييس والجودة,تنظيم حفل المنشآت الفائزة بالدورة الخامسة لجائزة الملك عبد العزيز للجودة وملتقى أفضل الممارسات,2020-12-28,2146437.87
جامعة تبوك,مشروع تأمين الاحتياجات العاجلة من قطع الغيار والأجهزة للإدارة العامة للخدمات التعليمية,2020-11-23,616744.0
الهيئة العامة للمنافسة,توريد أجهزة حاسب آلي مكتبي ومحمول للهيئة العامة للمنافسة,2020-12-24,296036.45
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار لمحطة المستقبل electrical specification for SWCC 5K plant,2021-05-21,2600000.0
